k	numRecR	numNonRecR	numR	avgRating	posRatingRatio	negRatingRatio	maxRDay	avgRD	maxRD	extRatingRatio	avgL	stdL	avgPCW	maxPCW	avgPC	avgPC	avgOnePP	maxOnePP	avgRES	maxRES	avgPosScore	maxPosScore	avgNegScore	maxNegScore	avgSW	maxSW	avgOW	maxOW	fraction
Giuseppina’s	136	23	159	4.36477987421	0.861635220126	0.0817610062893	2	0.775048455361	3.36477987421	0.635220125786	122.553459119	114.089485336	0.170254881759	0.888888888889	0.028612175331	0.028612175331	0.0351277008276	0.111111111111	0.140438444794	1.0	0.0559717400444	0.225	0.0276254226381	0.125	0.107125208962	1.0	0.892874791038	1.0	0.14465408805
BlackSea Fish & Grill	127	23	150	4.36666666667	0.88	0.0866666666667	4	0.793777777778	3.36666666667	0.68	92.7666666667	101.247776382	0.166314907921	0.354838709677	0.0294844583087	0.0294844583087	0.0434101923999	0.125	0.193783836288	1.0	0.0669907273365	0.291666666667	0.0308692300208	0.166666666667	0.106472841882	1.0	0.893527158118	1.0	0.153333333333
Absolute Thai	43	4	47	4.23404255319	0.829787234043	0.0425531914894	2	0.749660479855	3.23404255319	0.531914893617	90.7234042553	53.2024244079	0.187782435932	0.337837837838	0.0316995915905	0.0316995915905	0.0434925287428	0.107142857143	0.203340846332	0.666666666667	0.0527265399482	0.108695652174	0.0263551907717	0.0869565217391	0.0959820368252	0.266666666667	0.904017963175	1.0	0.0851063829787
Barboncino	396	63	459	4.26797385621	0.856209150327	0.0522875816993	4	0.695345095191	3.26797385621	0.485838779956	119.17211329	108.898879791	0.164089239868	1.0	0.0280273995642	0.0280273995642	0.0400496649308	0.2	0.141951022189	1.0	0.0616854782702	0.375	0.0254453699164	0.1015625	0.101549943951	0.5	0.898450056049	1.0	0.137254901961
House of Small Wonder	244	18	262	4.24427480916	0.820610687023	0.0801526717557	3	0.801876347532	3.24427480916	0.557251908397	102.530534351	84.6201042587	0.166860119435	0.426229508197	0.0260053786055	0.0260053786055	0.0321540128904	0.15	0.14964232456	1.0	0.0592222507483	0.194444444444	0.0297786406895	0.125	0.099741671731	0.4	0.900258328269	1.0	0.0687022900763
Cocoron	218	6	224	4.0	0.745535714286	0.09375	3	0.758928571429	3.0	0.410714285714	166.65625	128.0649342	0.159321773099	0.5	0.0257015455665	0.0257015455665	0.0423467196685	0.166666666667	0.127309424459	1.0	0.0515981740346	0.160714285714	0.0301010232783	0.0714285714286	0.0964709946639	0.333333333333	0.903529005336	1.0	0.0267857142857
Manny’s	34	10	44	4.59090909091	0.909090909091	0.0454545454545	3	0.632231404959	3.59090909091	0.818181818182	79.4772727273	62.2058491244	0.192477196517	0.452380952381	0.033640059088	0.033640059088	0.0380452115076	0.1	0.242070051161	1.0	0.0569478435163	0.116071428571	0.0284518887507	0.0652173913043	0.093713985614	0.210526315789	0.906286014386	1.0	0.227272727273
American Retro	102	28	130	4.07692307692	0.807692307692	0.0769230769231	2	0.710059171597	3.07692307692	0.423076923077	114.676923077	85.0540294695	0.17061456393	0.333333333333	0.0370728489855	0.0370728489855	0.0334938258979	0.104166666667	0.160501460635	1.0	0.0502653295155	0.182692307692	0.024837132874	0.0651041666667	0.0813981253445	0.333333333333	0.918601874656	1.0	0.215384615385
Crisp	165	12	177	3.81920903955	0.723163841808	0.129943502825	2	0.826454722461	2.81920903955	0.338983050847	120.548022599	101.286410536	0.175690735288	0.5	0.0281910607487	0.0281910607487	0.0402712779018	0.105691056911	0.134525827142	1.0	0.0539316567767	0.192708333333	0.0297587164614	0.0856481481481	0.10262517413	0.5	0.89737482587	1.0	0.0677966101695
Riverwalk Bar & Grill	103	18	121	3.57851239669	0.636363636364	0.190082644628	2	0.999248685199	2.57851239669	0.330578512397	117.760330579	94.6164091087	0.156702607661	0.557620817844	0.030623158389	0.030623158389	0.0373358828487	0.0970873786408	0.169606667437	1.0	0.0606585425884	0.3	0.0279375987831	0.1171875	0.09913217826	0.5	0.90086782174	1.0	0.148760330579
Balaboosta	390	42	432	3.9537037037	0.770833333333	0.0787037037037	3	0.673225308643	2.9537037037	0.340277777778	140.888888889	124.611569326	0.161237941029	0.540983606557	0.0246797371556	0.0246797371556	0.0420536446689	0.2	0.116370138737	1.0	0.0578120450272	0.265625	0.030706433151	0.625	0.101594735424	1.0	0.898405264576	1.0	0.0972222222222
Forno Pizzeria E Trattoria	52	10	62	4.43548387097	0.903225806452	0.0483870967742	2	0.691987513007	3.43548387097	0.645161290323	109.096774194	102.843085874	0.160375863419	0.3	0.0318331441598	0.0318331441598	0.0394403805306	0.166666666667	0.151328135157	1.0	0.0621199654928	0.15625	0.028328901429	0.0689655172414	0.104342497574	0.214285714286	0.895657502426	1.0	0.161290322581
The Otheroom	214	18	232	3.90086206897	0.728448275862	0.0818965517241	2	0.722019916765	2.90086206897	0.323275862069	103.590517241	83.528440829	0.160450046548	0.75	0.0230734684739	0.0230734684739	0.0312038441685	0.153846153846	0.0624685455828	1.0	0.0512986863602	0.25	0.0303371772288	0.075	0.0922414006709	0.333333333333	0.903448254502	1.0	0.0775862068966
ABC Kitchen	1588	192	1780	4.17640449438	0.816292134831	0.064606741573	6	0.726429743719	3.17640449438	0.457303370787	164.147191011	146.147334917	0.16813613736	0.625	0.0274401283452	0.0274401283452	0.0411459996673	0.222222222222	0.130024822679	1.0	0.0577971413353	0.375	0.0282789953089	0.21875	0.095924205978	1.0	0.904075794022	1.0	0.107865168539
El Diablito Taqueria	103	7	110	4.10909090909	0.8	0.0818181818182	3	0.777520661157	3.10909090909	0.481818181818	93.8363636364	79.4559371628	0.179029022823	0.333333333333	0.0296962941955	0.0296962941955	0.0381548260179	0.121212121212	0.177871446735	1.0	0.0569176980486	0.1875	0.029393655048	0.145833333333	0.0929533633145	0.5	0.907046636686	1.0	0.0636363636364
Vesta	495	57	552	4.20289855072	0.822463768116	0.0634057971014	3	0.739340474689	3.20289855072	0.483695652174	152.02173913	134.267144879	0.172082270242	0.714285714286	0.0291810406436	0.0291810406436	0.0432436238437	0.125	0.15598947539	1.0	0.0561677014819	0.194444444444	0.0283270985406	0.104166666667	0.0960671940294	0.5	0.900309617565	1.0	0.103260869565
99 Favor Taste	282	31	313	3.99361022364	0.728434504792	0.0830670926518	16	0.769692453736	2.99361022364	0.41214057508	164.626198083	140.380806435	0.162057821848	0.551724137931	0.0300121494503	0.0300121494503	0.0387147961111	0.126213592233	0.157664431729	1.0	0.0552506430086	0.359375	0.0263854829528	0.102678571429	0.0912423973148	0.571428571429	0.908757602685	1.0	0.0990415335463
La Frite	40	2	42	4.02380952381	0.785714285714	0.0952380952381	2	0.697278911565	3.02380952381	0.380952380952	89.2380952381	58.9357234717	0.188236852097	0.341463414634	0.0279043847317	0.0279043847317	0.035168904629	0.125	0.182405871705	0.833333333333	0.0579726524235	0.125	0.0249397428451	0.0521978021978	0.0880813889998	0.2	0.911918611	1.0	0.047619047619
Casa Mono	765	131	896	3.70758928571	0.660714285714	0.175223214286	4	0.984614158164	2.70758928571	0.376116071429	185.525669643	168.277982077	0.161336298468	0.592592592593	0.0268535198437	0.0268535198437	0.0405413928599	0.131578947368	0.112513402351	1.0	0.0511145103376	0.25	0.0312535391726	0.1875	0.092166033732	1.0	0.906717894839	1.0	0.146205357143
Pylos	715	132	847	4.31286894923	0.855962219599	0.0531286894923	4	0.722014917571	3.31286894923	0.540731995277	137.480519481	132.210501848	0.16737551679	0.7	0.0270809513927	0.0270809513927	0.0428272608374	0.166666666667	0.14869977603	1.0	0.0602880851796	0.333333333333	0.0268596133117	0.175	0.0997539447563	0.5	0.900246055244	1.0	0.155844155844
Arepas Cafe	490	29	519	4.14643545279	0.826589595376	0.0770712909441	3	0.733506335363	3.14643545279	0.462427745665	123.009633911	108.309224694	0.182068160531	0.705882352941	0.0344896055504	0.0344896055504	0.0435506677278	0.181818181818	0.178511693697	1.0	0.0594508974942	0.6875	0.0275221734034	0.152777777778	0.106569007445	1.0	0.891504210282	1.0	0.0558766859345
Uglyduckling	43	8	51	3.70588235294	0.705882352941	0.176470588235	4	0.925028835064	2.70588235294	0.333333333333	170.803921569	155.018280972	0.154970136756	0.255813953488	0.0232726469334	0.0232726469334	0.0359010514609	0.102803738318	0.122406243422	0.6	0.0552526904926	0.119318181818	0.0282409022832	0.0795454545455	0.0959141769044	0.25	0.904085823096	1.0	0.156862745098
Cookshop	1001	106	1107	3.80036133695	0.69647696477	0.107497741644	4	0.762278968769	2.80036133695	0.272809394761	138.070460705	111.649553775	0.163918455453	0.615384615385	0.0261468563183	0.0261468563183	0.0434878251779	0.142857142857	0.11334368257	1.0	0.0574020439088	0.225	0.0286487743166	0.144125	0.0976040484564	0.5	0.901492609177	1.0	0.0957542908762
Perry St	555	76	631	3.93185419968	0.719492868463	0.101426307448	3	0.766840549427	2.93185419968	0.35499207607	187.450079239	167.233754514	0.164256743216	1.0	0.026052580123	0.026052580123	0.0407416467159	0.148148148148	0.0845881321141	1.0	0.0552175865387	0.177631578947	0.0301093854787	0.25	0.0968510865393	0.666666666667	0.901564127407	1.0	0.120443740095
Chapter One	36	3	39	3.79487179487	0.641025641026	0.205128205128	3	1.13477975016	2.79487179487	0.512820512821	124.923076923	95.6005001101	0.152777581328	0.257142857143	0.0224452626403	0.0224452626403	0.0329387333381	0.100917431193	0.159360660457	0.8	0.0583024519516	0.15306122449	0.0311957901672	0.0568181818182	0.09388105023	0.222222222222	0.90611894977	1.0	0.0769230769231
The Pines	129	32	161	4.04968944099	0.76397515528	0.149068322981	3	1.01523860962	3.04968944099	0.633540372671	173.192546584	158.479323084	0.15885443227	0.333333333333	0.0247569073407	0.0247569073407	0.0390707512436	0.111111111111	0.111390516211	1.0	0.0569963451672	0.147058823529	0.0296750374524	0.104166666667	0.100456047281	0.357142857143	0.899543952719	1.0	0.198757763975
Kabob Shack	67	9	76	4.23684210526	0.815789473684	0.105263157895	2	0.903739612188	3.23684210526	0.657894736842	78.3289473684	68.9733717035	0.183178118154	1.0	0.0307640637685	0.0307640637685	0.0302154123331	0.0941176470588	0.154735797828	1.0	0.0689043170434	0.6875	0.0262105493903	0.0689655172414	0.118963315993	1.0	0.86787878927	1.0	0.118421052632
Kilo	188	12	200	3.985	0.795	0.09	3	0.66385	2.985	0.36	118.105	109.180327784	0.159286895355	0.333333333333	0.0239613238779	0.0239613238779	0.0343614905103	0.0966850828729	0.13431442361	1.0	0.0618869296398	0.185344827586	0.0286757989722	0.108695652174	0.102258470282	0.375	0.897741529718	1.0	0.06
BeeHive Oven Biscuit Cafe	90	12	102	4.73529411765	0.93137254902	0.0392156862745	3	0.446366782007	2.73529411765	0.843137254902	145.245098039	150.726244268	0.153259655224	0.279411764706	0.0263888288568	0.0263888288568	0.0370921123722	0.110687022901	0.192370374595	1.0	0.0565948706496	0.117857142857	0.0275693719363	0.10625	0.0946765167266	0.266666666667	0.905323483273	1.0	0.117647058824
Sole di Capri	126	12	138	3.92028985507	0.731884057971	0.115942028986	2	0.826822096199	2.92028985507	0.405797101449	128.449275362	122.380084606	0.159786869524	0.333333333333	0.0258081878311	0.0258081878311	0.0382505440848	0.2	0.141694616304	1.0	0.0587573304009	0.222222222222	0.0333751905557	0.10775862069	0.106243935323	0.333333333333	0.893756064677	1.0	0.0869565217391
Pig And Khao	455	21	476	3.80042016807	0.680672268908	0.140756302521	5	0.889343972883	2.80042016807	0.357142857143	201.558823529	169.46875318	0.16423887792	0.5	0.0286594567448	0.0286594567448	0.0423999637328	0.112903225806	0.117880496077	1.0	0.0510887242746	0.4375	0.0289738877889	0.104166666667	0.0873746477791	0.5	0.912625352221	1.0	0.0441176470588
Aurora Soho	215	28	243	3.96296296296	0.781893004115	0.0740740740741	3	0.642280140223	2.96296296296	0.329218106996	118.032921811	114.326111722	0.164301342713	0.444444444444	0.0242420057571	0.0242420057571	0.0418983546223	0.141592920354	0.128834130402	1.0	0.0628682544591	0.291666666667	0.0286403967371	0.0982142857143	0.105675224258	0.5	0.894324775742	1.0	0.115226337449
Rex	156	11	167	4.4251497006	0.880239520958	0.0479041916168	3	0.702212341784	3.4251497006	0.62874251497	92.7784431138	80.5206412483	0.16124766004	0.285714285714	0.0263204921047	0.0263204921047	0.0306139890398	0.107692307692	0.138435947183	1.0	0.0611988988423	0.192307692308	0.0274614576447	0.0833333333333	0.102658429678	0.333333333333	0.897341570322	1.0	0.0658682634731
Los Papi’s	35	2	37	4.08108108108	0.864864864865	0.0540540540541	1	0.54638422206	3.08108108108	0.324324324324	84.1621621622	51.8081249568	0.18210932744	0.27027027027	0.0340645290118	0.0340645290118	0.0338965189884	0.125	0.136059436059	1.0	0.0567746417495	0.134259259259	0.0277542718476	0.0555555555556	0.0967423940414	0.333333333333	0.903257605959	1.0	0.0540540540541
Fat Buddha	343	22	365	3.84657534247	0.704109589041	0.0958904109589	4	0.780439106773	2.84657534247	0.32602739726	128.893150685	101.674377275	0.167725364247	0.508771929825	0.0306163830362	0.0306163830362	0.0374829405125	0.5	0.17249393349	1.0	0.0546313799568	0.214285714286	0.0241222516148	0.0841836734694	0.0888027969461	0.5	0.911197203054	1.0	0.0602739726027
La Cigogne	67	11	78	4.64102564103	0.935897435897	0.0512820512821	4	0.570677186062	3.64102564103	0.833333333333	142.756410256	134.213204469	0.155763054509	0.369565217391	0.0288070882216	0.0288070882216	0.0396224755987	0.0978260869565	0.173006757831	1.0	0.0604723838763	0.153846153846	0.0221792863829	0.0592105263158	0.099928040319	0.375	0.900071959681	1.0	0.141025641026
Contra	78	5	83	4.22891566265	0.807228915663	0.0722891566265	2	0.798954855567	3.22891566265	0.542168674699	209.253012048	192.698018532	0.167326401387	0.272	0.0214457037289	0.0214457037289	0.0371196792308	0.0961538461538	0.105746188007	1.0	0.0549064951752	0.121710526316	0.0287809418985	0.0911016949153	0.0942028016093	0.272727272727	0.905797198391	1.0	0.0602409638554
Sakagura	1056	109	1165	4.2635193133	0.856652360515	0.0497854077253	4	0.704239901268	3.2635193133	0.499570815451	171.348497854	169.518430537	0.165892020713	0.666666666667	0.0274734123567	0.0274734123567	0.0373544917715	0.2	0.124359429582	1.0	0.0559783691976	0.416666666667	0.0291244506965	0.166666666667	0.101031712784	1.0	0.897251549019	1.0	0.0935622317597
Jane	1857	101	1958	3.93718079673	0.754341164454	0.0740551583248	8	0.648400371019	2.93718079673	0.296731358529	139.373340143	115.558836896	0.166796243368	0.894736842105	0.0296734168928	0.0296734168928	0.0442441343204	0.1875	0.150901769697	1.0	0.056675454974	0.875	0.0267935883015	0.25	0.0917826440016	1.0	0.906685180309	1.0	0.0515832482125
HIT Korean Food & Deli	127	8	135	4.16296296296	0.851851851852	0.0962962962963	5	0.768834019204	3.16296296296	0.511111111111	126.488888889	119.281917332	0.172783706546	0.53125	0.0293923490627	0.0293923490627	0.037801717372	0.138888888889	0.16061850227	1.0	0.054740012763	0.263888888889	0.0305980208635	0.0972222222222	0.105448978625	0.8	0.894551021375	1.0	0.0592592592593
Gandhi Fine Indian Cuisine	202	56	258	4.42248062016	0.891472868217	0.0581395348837	3	0.72525689562	3.42248062016	0.666666666667	111.170542636	102.353743188	0.171333439151	0.428571428571	0.0313024090889	0.0313024090889	0.0464723441785	0.127272727273	0.16782462271	1.0	0.0644878393098	0.263888888889	0.0276123608843	0.138157894737	0.111591208376	0.4	0.888408791624	1.0	0.217054263566
Los Tacos No.1	480	65	545	4.54678899083	0.932110091743	0.0275229357798	5	0.59374800101	3.54678899083	0.667889908257	101.970642202	91.6597370441	0.170061286975	0.608695652174	0.033192081897	0.033192081897	0.0371985095055	0.181818181818	0.186973422189	1.0	0.0583735340904	0.875	0.026445328982	0.15	0.102698519974	0.666666666667	0.897301480026	1.0	0.119266055046
St. Mazie	55	6	61	4.03278688525	0.786885245902	0.131147540984	2	0.919645256652	3.03278688525	0.573770491803	106.295081967	119.97996339	0.155778361231	0.291666666667	0.0267024345008	0.0267024345008	0.0366031813731	0.128571428571	0.18719721224	1.0	0.0596636753708	0.222222222222	0.0247210212928	0.0572916666667	0.0914213228624	0.222222222222	0.908578677138	1.0	0.0983606557377
Shabu-Tatsu East Village	375	28	403	3.91563275434	0.746898263027	0.0843672456576	4	0.706672659767	2.91563275434	0.327543424318	134.46898263	104.761413472	0.163495040567	0.727272727273	0.0258116112331	0.0258116112331	0.0427087099308	0.166666666667	0.143960821228	1.0	0.0534068943484	0.375	0.0273781231953	0.125	0.0895320082551	0.5	0.907986602167	1.0	0.0694789081886
Fort Defiance	224	20	244	3.92213114754	0.733606557377	0.122950819672	3	0.819168234346	2.92213114754	0.393442622951	128.532786885	108.501694814	0.167382977727	0.5	0.0302285434247	0.0302285434247	0.0388546948111	0.157894736842	0.105492504019	1.0	0.0554724256278	0.166666666667	0.02816793323	0.0795454545455	0.0948103216788	0.5	0.905189678321	1.0	0.0819672131148
Totto Ramen	2805	194	2999	3.96598866289	0.751250416806	0.0983661220407	10	0.777344143057	2.96598866289	0.413137712571	157.021340447	127.977566904	0.167087853345	0.615384615385	0.0301648990266	0.0301648990266	0.0419554388498	0.166666666667	0.127811905581	1.0	0.0494467287278	0.75	0.0291712366169	0.5625	0.0945969450554	1.0	0.904736165982	1.0	0.0646882294098
Toloache	124	11	135	4.25185185185	0.82962962963	0.0518518518519	3	0.742606310013	3.25185185185	0.518518518519	106.081481481	111.957005759	0.177530581435	0.533333333333	0.0282270391227	0.0282270391227	0.0378325254855	0.113402061856	0.193642710893	1.0	0.0631180224997	0.208333333333	0.0260071369592	0.0648148148148	0.10321182998	0.333333333333	0.89678817002	1.0	0.0814814814815
The Narrows	111	15	126	4.06349206349	0.81746031746	0.0714285714286	3	0.698664651045	3.06349206349	0.428571428571	105.063492063	88.5380149752	0.167578933337	0.666666666667	0.024894504049	0.024894504049	0.032287887248	0.25	0.0815392789703	1.0	0.056756014159	0.159090909091	0.0266082955658	0.078125	0.0931339105258	0.4	0.906866089474	1.0	0.119047619048
The Runner	62	8	70	4.11428571429	0.757142857143	0.128571428571	3	0.936326530613	3.11428571429	0.571428571429	144.657142857	136.07045294	0.159280549015	0.47619047619	0.0262506212655	0.0262506212655	0.0382709604734	0.153846153846	0.146512705315	1.0	0.0588559207276	0.147727272727	0.0260842579874	0.0875	0.0974392636528	0.5	0.902560736347	1.0	0.114285714286
Peppino’s	211	42	253	4.32806324111	0.853754940711	0.0434782608696	3	0.722398412724	3.32806324111	0.557312252964	91.1739130435	71.3929267603	0.168514497671	0.5	0.0288828336706	0.0288828336706	0.0435154215595	0.166666666667	0.157587136184	1.0	0.0606790345641	0.40625	0.0276978504648	0.114130434783	0.107507231707	0.666666666667	0.892492768293	1.0	0.166007905138
L’Artusi	827	100	927	4.33225458468	0.869471413161	0.0507011866235	6	0.713126171699	3.33225458468	0.554476806904	145.691477886	131.969095802	0.165400545139	0.516853932584	0.0266377301711	0.0266377301711	0.0430810890438	0.333333333333	0.139845134029	1.0	0.060234428177	0.4375	0.0281450917326	0.25	0.0995993455165	1.0	0.900400654484	1.0	0.107874865156
The Bao Shoppe	122	3	125	4.016	0.736	0.088	4	0.771456	3.016	0.416	151.528	136.006327853	0.164773667885	0.333333333333	0.0270445735245	0.0270445735245	0.0383749135899	0.103448275862	0.167365542557	1.0	0.0534919366049	0.111607142857	0.0286541820172	0.095	0.095244973129	0.307692307692	0.904755026871	1.0	0.024
Blue Ribbon Brasserie	640	85	725	4.28	0.853793103448	0.0524137931034	4	0.705103448276	3.28	0.500689655172	138.331034483	123.454833577	0.1681831141	0.888888888889	0.0300159944981	0.0300159944981	0.0411957765915	0.25	0.146471583354	1.0	0.0541574258822	0.25	0.028155225673	0.166666666667	0.0897581376775	1.0	0.907483241633	1.0	0.11724137931
